;Substance;code;primary_code;Lvl4;Lvl3;Lvl2;Lvl1;Class1;Class2;Class3;Class4
2079;lasmiditan;N02CC08;N02CC08;N02CC;N02C;N02;N;Nervous;Analgesics;Antimigraine;Selective serotonin (5HT1) agonists
2068;frovatriptan;N02CC07;N02CC07;N02CC;N02C;N02;N;Nervous;Analgesics;Antimigraine;Selective serotonin (5HT1) agonists
1027;eletriptan;N02CC06;N02CC06;N02CC;N02C;N02;N;Nervous;Analgesics;Antimigraine;Selective serotonin (5HT1) agonists
1850;almotriptan;N02CC05;N02CC05;N02CC;N02C;N02;N;Nervous;Analgesics;Antimigraine;Selective serotonin (5HT1) agonists
1034;rizatriptan;N02CC04;N02CC04;N02CC;N02C;N02;N;Nervous;Analgesics;Antimigraine;Selective serotonin (5HT1) agonists
1130;zolmitriptan;N02CC03;N02CC03;N02CC;N02C;N02;N;Nervous;Analgesics;Antimigraine;Selective serotonin (5HT1) agonists
1647;naratriptan;N02CC02;N02CC02;N02CC;N02C;N02;N;Nervous;Analgesics;Antimigraine;Selective serotonin (5HT1) agonists
520;sumatriptan;N02CC01;N02CC01;N02CC;N02C;N02;N;Nervous;Analgesics;Antimigraine;Selective serotonin (5HT1) agonists
4709;lisuride;N02CA07;N02CA07;N02CA;N02C;N02;N;Nervous;Analgesics;Antimigraine;Ergot alkaloids
3594;methysergide;N02CA04;N02CA04;N02CA;N02C;N02;N;Nervous;Analgesics;Antimigraine;Ergot alkaloids
2753;ergotamine;N02CA02;N02CA02;N02CA;N02C;N02;N;Nervous;Analgesics;Antimigraine;Ergot alkaloids
1899;dihydroergotamine;N02CA01;N02CA01;N02CA;N02C;N02;N;Nervous;Analgesics;Antimigraine;Ergot alkaloids
3354;tanezumab;N02BG12;N02BG12;N02BG;N02B;N02;N;Nervous;Analgesics;Other analgesics;Other analgesics and antipyretics
1145;cannabinoids;N02BG10;N02BG10;N02BG;N02B;N02;N;Nervous;Analgesics;Other analgesics;Other analgesics and antipyretics
3227;methoxyflurane;N02BG09;N02BG09;N02BG;N02B;N02;N;Nervous;Analgesics;Other analgesics;Other analgesics and antipyretics
1427;ziconotide;N02BG08;N02BG08;N02BG;N02B;N02;N;Nervous;Analgesics;Other analgesics;Other analgesics and antipyretics
2402;flupirtine;N02BG07;N02BG07;N02BG;N02B;N02;N;Nervous;Analgesics;Other analgesics;Other analgesics and antipyretics
1327;nefopam;N02BG06;N02BG06;N02BG;N02B;N02;N;Nervous;Analgesics;Other analgesics;Other analgesics and antipyretics
5929;viminol;N02BG05;N02BG05;N02BG;N02B;N02;N;Nervous;Analgesics;Other analgesics;Other analgesics and antipyretics
3393;floctafenine;N02BG04;N02BG04;N02BG;N02B;N02;N;Nervous;Analgesics;Other analgesics;Other analgesics and antipyretics
5821;glafenine;N02BG03;N02BG03;N02BG;N02B;N02;N;Nervous;Analgesics;Other analgesics;Other analgesics and antipyretics
5894;rimazolium;N02BG02;N02BG02;N02BG;N02B;N02;N;Nervous;Analgesics;Other analgesics;Other analgesics and antipyretics
2341;mirogabalin;N02BF03;N02BF03;N02BF;N02B;N02;N;Nervous;Analgesics;Other analgesics;Gabapentinoids
52;pregabalin;N02BF02;N02BF02;N02BF;N02B;N02;N;Nervous;Analgesics;Other analgesics;Gabapentinoids
26;gabapentin;N02BF01;N02BF01;N02BF;N02B;N02;N;Nervous;Analgesics;Other analgesics;Gabapentinoids
2389;propacetamol;N02BE05;N02BE05;N02BE;N02B;N02;N;Nervous;Analgesics;Other analgesics;Anilides
5215;bucetin;N02BE04;N02BE04;N02BE;N02B;N02;N;Nervous;Analgesics;Other analgesics;Anilides
3013;phenacetin;N02BE03;N02BE03;N02BE;N02B;N02;N;Nervous;Analgesics;Other analgesics;Anilides
10;paracetamol;N02BE01;N02BE01;N02BE;N02B;N02;N;Nervous;Analgesics;Other analgesics;Anilides
5859;nifenazone;N02BB05;M02AA24;N02BB;N02B;N02;N;Nervous;Analgesics;Other analgesics;Pyrazolones
2034;propyphenazone;N02BB04;N02BB04;N02BB;N02B;N02;N;Nervous;Analgesics;Other analgesics;Pyrazolones
3539;aminophenazone;N02BB03;N02BB03;N02BB;N02B;N02;N;Nervous;Analgesics;Other analgesics;Pyrazolones
631;metamizole;N02BB02;N02BB02;N02BB;N02B;N02;N;Nervous;Analgesics;Other analgesics;Pyrazolones
3273;phenazone;N02BB01;N02BB01;N02BB;N02B;N02;N;Nervous;Analgesics;Other analgesics;Pyrazolones
3916;imidazole;N02BA16;N02BA16;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
2126;carbasalate;N02BA15;N02BA15;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
3132;guacetisal;N02BA14;N02BA14;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
1914;diflunisal;N02BA11;N02BA11;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
4253;benorilate;N02BA10;N02BA10;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
6583;dipyrocetyl;N02BA09;N02BA09;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
4039;ethenzamide;N02BA07;N02BA07;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
1784;salsalate;N02BA06;N02BA06;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
1811;salicylamide;N02BA05;N02BA05;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
5225;sodium salicylate;N02BA04;N02BA04;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
4922;aloxiprin;N02BA02;N02BA02;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
4;acetylsalicylic acid;N02BA01;N02BA01;N02BA;N02B;N02;N;Nervous;Analgesics;Other analgesics;Salicylic acid and derivatives
3025;other analgesics and antipyretics, unspecified;N02B;N02B;N02B;N02B;N02;N;Nervous;Analgesics;Other analgesics;NA
6214;oliceridine;N02AX07;N02AX07;N02AX;N02A;N02;N;Nervous;Analgesics;Opioids;Other opioids
507;tapentadol;N02AX06;N02AX06;N02AX;N02A;N02;N;Nervous;Analgesics;Opioids;Other opioids
3351;meptazinol;N02AX05;N02AX05;N02AX;N02A;N02;N;Nervous;Analgesics;Opioids;Other opioids
2767;dezocine;N02AX03;N02AX03;N02AX;N02A;N02;N;Nervous;Analgesics;Opioids;Other opioids
78;tramadol;N02AX02;N02AX02;N02AX;N02A;N02;N;Nervous;Analgesics;Opioids;Other opioids
1296;tilidine;N02AX01;N02AX01;N02AX;N02A;N02;N;Nervous;Analgesics;Opioids;Other opioids
2012;nalbuphine;N02AF02;N02AF02;N02AF;N02A;N02;N;Nervous;Analgesics;Opioids;Morphinan derivatives
1630;butorphanol;N02AF01;N02AF01;N02AF;N02A;N02;N;Nervous;Analgesics;Opioids;Morphinan derivatives
263;buprenorphine;N02AE01;N02AE01;N02AE;N02A;N02;N;Nervous;Analgesics;Opioids;Oripavine derivatives
5636;phenazocine;N02AD02;N02AD02;N02AD;N02A;N02;N;Nervous;Analgesics;Opioids;Benzomorphan derivatives
1701;pentazocine;N02AD01;N02AD01;N02AD;N02A;N02;N;Nervous;Analgesics;Opioids;Benzomorphan derivatives
999;dextropropoxyphene;N02AC04;N02AC04;N02AC;N02A;N02;N;Nervous;Analgesics;Opioids;Diphenylpropylamine derivatives
1958;piritramide;N02AC03;N02AC03;N02AC;N02A;N02;N;Nervous;Analgesics;Opioids;Diphenylpropylamine derivatives
4290;dextromoramide;N02AC01;N02AC01;N02AC;N02A;N02;N;Nervous;Analgesics;Opioids;Diphenylpropylamine derivatives
83;fentanyl;N02AB03;N01AH01;N02AB;N02A;N02;N;Nervous;Analgesics;Opioids;Phenylpiperidine derivatives
977;pethidine;N02AB02;N02AB02;N02AB;N02A;N02;N;Nervous;Analgesics;Opioids;Phenylpiperidine derivatives
3035;ketobemidone;N02AB01;N02AB01;N02AB;N02A;N02;N;Nervous;Analgesics;Opioids;Phenylpiperidine derivatives
250;oxymorphone;N02AA11;N02AA11;N02AA;N02A;N02;N;Nervous;Analgesics;Opioids;Natural opium alkaloids
4830;papaveretum;N02AA10;N02AA10;N02AA;N02A;N02;N;Nervous;Analgesics;Opioids;Natural opium alkaloids
1187;dihydrocodeine;N02AA08;N02AA08;N02AA;N02A;N02;N;Nervous;Analgesics;Opioids;Natural opium alkaloids
41;oxycodone;N02AA05;N02AA05;N02AA;N02A;N02;N;Nervous;Analgesics;Opioids;Natural opium alkaloids
3452;nicomorphine;N02AA04;N02AA04;N02AA;N02A;N02;N;Nervous;Analgesics;Opioids;Natural opium alkaloids
215;hydromorphone;N02AA03;N02AA03;N02AA;N02A;N02;N;Nervous;Analgesics;Opioids;Natural opium alkaloids
1898;opium;N02AA02;N02AA02;N02AA;N02A;N02;N;Nervous;Analgesics;Opioids;Natural opium alkaloids
84;morphine;N02AA01;N02AA01;N02AA;N02A;N02;N;Nervous;Analgesics;Opioids;Natural opium alkaloids
1936;opioids, unspecified;N02A;N02A;N02A;N02A;N02;N;Nervous;Analgesics;Opioids;NA
1509;analgesics, unspecified;N02;N02;N02;N02;N02;N;Nervous;Analgesics;NA;NA
1331;capsaicin;N01BX04;M02AB01;N01BX;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Other local anesthetics
2226;phenol;N01BX03;N01BX03;N01BX;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Other local anesthetics
2611;dyclonine;N01BX02;N01BX02;N01BX;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Other local anesthetics
3136;ethyl chloride;N01BX01;N01BX01;N01BX;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Other local anesthetics
648;cocaine;N01BC01;N01BC01;N01BC;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Esters of benzoic acid
2215;levobupivacaine;N01BB10;N01BB10;N01BB;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Amides
1493;ropivacaine;N01BB09;N01BB09;N01BB;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Amides
1823;articaine;N01BB08;N01BB08;N01BB;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Amides
6599;etidocaine;N01BB07;N01BB07;N01BB;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Amides
2667;cinchocaine;N01BB06;N01BB06;N01BB;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Amides
993;prilocaine;N01BB04;N01BB04;N01BB;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Amides
2083;mepivacaine;N01BB03;N01BB03;N01BB;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Amides
259;lidocaine;N01BB02;N01BB02;N01BB;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Amides
761;bupivacaine;N01BB01;N01BB01;N01BB;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Amides
1776;benzocaine;N01BA05;N01BA05;N01BA;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Esters of aminobenzoic acid
3531;chloroprocaine;N01BA04;N01BA04;N01BA;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Esters of aminobenzoic acid
2211;tetracaine;N01BA03;N01BA03;N01BA;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Esters of aminobenzoic acid
2458;procaine;N01BA02;N01BA02;N01BA;N01B;N01;N;Nervous;Anesthetics;Anesthetics, local;Esters of aminobenzoic acid
4784;xenon;N01AX15;N01AX15;N01AX;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Other general anesthetics
983;esketamine;N01AX14;N01AX14;N01AX;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Other general anesthetics
1373;nitrous oxide;N01AX13;N01AX13;N01AX;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Other general anesthetics
95;oxybate sodium;N01AX11;N01AX11;N01AX;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Other general anesthetics
374;propofol;N01AX10;N01AX10;N01AX;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Other general anesthetics
1492;etomidate;N01AX07;N01AX07;N01AX;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Other general anesthetics
4404;alfaxalone;N01AX05;N01AX05;N01AX;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Other general anesthetics
6777;propanidid;N01AX04;N01AX04;N01AX;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Other general anesthetics
787;ketamine;N01AX03;N01AX03;N01AX;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Other general anesthetics
1111;remifentanil;N01AH06;N01AH06;N01AH;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Opioid anesthetics
5986;anileridine;N01AH05;N01AH05;N01AH;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Opioid anesthetics
4833;phenoperidine;N01AH04;N01AH04;N01AH;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Opioid anesthetics
1047;sufentanil;N01AH03;N01AH03;N01AH;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Opioid anesthetics
1682;alfentanil;N01AH02;N01AH02;N01AH;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Opioid anesthetics
82;fentanyl;N01AH01;N01AH01;N01AH;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Opioid anesthetics
1613;thiopental;N01AF03;N01AF03;N01AF;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Barbiturates, plain
6144;hexobarbital;N01AF02;N01AF02;N01AF;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Barbiturates, plain
2691;methohexital;N01AF01;N01AF01;N01AF;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Barbiturates, plain
840;sevoflurane;N01AB08;N01AB08;N01AB;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Halogenated hydrocarbons
1659;desflurane;N01AB07;N01AB07;N01AB;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Halogenated hydrocarbons
1495;isoflurane;N01AB06;N01AB06;N01AB;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Halogenated hydrocarbons
5067;trichloroethylene;N01AB05;N01AB05;N01AB;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Halogenated hydrocarbons
3200;enflurane;N01AB04;N01AB04;N01AB;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Halogenated hydrocarbons
2797;chloroform;N01AB02;N01AB02;N01AB;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Halogenated hydrocarbons
2746;halothane;N01AB01;N01AB01;N01AB;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Halogenated hydrocarbons
6326;vinyl ether;N01AA02;N01AA02;N01AA;N01A;N01;N;Nervous;Anesthetics;Anesthetics, general;Ethers
2823;anesthetics, unspecified;N01;N01;N01;N01;N01;N;Nervous;Anesthetics;NA;NA
2886;casimersen;M09AX13;M09AX13;M09AX;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Other drugs for disorders of the musculo-skeletal system
1629;risdiplam;M09AX10;M09AX10;M09AX;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Other drugs for disorders of the musculo-skeletal system
1670;onasemnogene abeparvovec;M09AX09;M09AX09;M09AX;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Other drugs for disorders of the musculo-skeletal system
2916;golodirsen;M09AX08;M09AX08;M09AX;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Other drugs for disorders of the musculo-skeletal system
1067;nusinersen;M09AX07;M09AX07;M09AX;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Other drugs for disorders of the musculo-skeletal system
1830;eteplirsen;M09AX06;M09AX06;M09AX;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Other drugs for disorders of the musculo-skeletal system
6585;drisapersen;M09AX04;M09AX04;M09AX;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Other drugs for disorders of the musculo-skeletal system
4251;ataluren;M09AX03;M09AX03;M09AX;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Other drugs for disorders of the musculo-skeletal system
2566;chondrocytes;M09AX02;M09AX02;M09AX;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Other drugs for disorders of the musculo-skeletal system
1275;hyaluronic acid;M09AX01;M09AX01;M09AX;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Other drugs for disorders of the musculo-skeletal system
2508;bromelains;M09AB03;M09AB03;M09AB;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Enzymes
892;collagenase clostridium histolyticum;M09AB02;M09AB02;M09AB;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Enzymes
5382;chymopapain;M09AB01;M09AB01;M09AB;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Enzymes
3942;hydroquinine;M09AA01;M09AA01;M09AA;M09A;M09;M;Musculo-skeletal;Other musculoskeletal;Other musculoskeletal;Quinine and derivatives
1685;menatetrenone;M05BX08;M05BX08;M05BX;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Other drugs affecting bone structure and mineralization
1120;romosozumab;M05BX06;M05BX06;M05BX;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Other drugs affecting bone structure and mineralization
1060;burosumab;M05BX05;M05BX05;M05BX;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Other drugs affecting bone structure and mineralization
106;denosumab;M05BX04;M05BX04;M05BX;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Other drugs affecting bone structure and mineralization
2383;ranelic acid;M05BX03;M05BX03;M05BX;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Other drugs affecting bone structure and mineralization
3966;ipriflavone;M05BX01;M05BX01;M05BX;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Other drugs affecting bone structure and mineralization
6571;dibotermin alfa;M05BC01;M05BC01;M05BC;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Bone morphogenetic proteins
296;zoledronic acid;M05BA08;M05BA08;M05BA;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Bisphosphonates
515;risedronic acid;M05BA07;M05BA07;M05BA;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Bisphosphonates
592;ibandronic acid;M05BA06;M05BA06;M05BA;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Bisphosphonates
4511;tiludronic acid;M05BA05;M05BA05;M05BA;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Bisphosphonates
224;alendronic acid;M05BA04;M05BA04;M05BA;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Bisphosphonates
826;pamidronic acid;M05BA03;M05BA03;M05BA;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Bisphosphonates
2064;clodronic acid;M05BA02;M05BA02;M05BA;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Bisphosphonates
2217;etidronic acid;M05BA01;M05BA01;M05BA;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Bisphosphonates
2222;bisphosphonates, unspecified;M05BA;M05BA;M05BA;M05B;M05;M;Musculo-skeletal;Drugs for bone diseases;Drugs affecting bone;Bisphosphonates
1595;pegloticase;M04AX02;M04AX02;M04AX;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Other antigout preparations
4985;urate oxidase;M04AX01;M04AX01;M04AX;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Other antigout preparations
6056;cinchophen;M04AC02;M04AC02;M04AC;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Preparations with no effect on uric acid metabolism
422;colchicine;M04AC01;M04AC01;M04AC;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Preparations with no effect on uric acid metabolism
3362;lesinurad;M04AB05;M04AB05;M04AB;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Preparations increasing uric acid excretion
1756;benzbromarone;M04AB03;M04AB03;M04AB;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Preparations increasing uric acid excretion
3825;sulfinpyrazone;M04AB02;M04AB02;M04AB;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Preparations increasing uric acid excretion
1683;probenecid;M04AB01;M04AB01;M04AB;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Preparations increasing uric acid excretion
538;febuxostat;M04AA03;M04AA03;M04AA;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Preparations inhibiting uric acid production
5177;tisopurine;M04AA02;M04AA02;M04AA;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Preparations inhibiting uric acid production
64;allopurinol;M04AA01;M04AA01;M04AA;M04A;M04;M;Musculo-skeletal;Antigout;Antigout preparations;Preparations inhibiting uric acid production
1896;dantrolene;M03CA01;M03CA01;M03CA;M03C;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, directly;Dantrolene and derivatives
4357;fenyramidol;M03BX30;M03BX30;M03BX;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Other centrally acting agents
1937;eperisone;M03BX09;M03BX09;M03BX;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Other centrally acting agents
312;cyclobenzaprine;M03BX08;M03BX08;M03BX;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Other centrally acting agents
1826;tetrazepam;M03BX07;M03BX07;M03BX;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Other centrally acting agents
3363;mephenesin;M03BX06;M03BX06;M03BX;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Other centrally acting agents
1741;thiocolchicoside;M03BX05;M03BX05;M03BX;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Other centrally acting agents
2182;tolperisone;M03BX04;M02AX06;M03BX;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Other centrally acting agents
3036;pridinol;M03BX03;M03BX03;M03BX;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Other centrally acting agents
425;tizanidine;M03BX02;M03BX02;M03BX;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Other centrally acting agents
119;baclofen;M03BX01;M03BX01;M03BX;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Other centrally acting agents
1504;chlorzoxazone;M03BB03;M03BB03;M03BB;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Oxazol, thiazine, and triazine derivatives
1870;chlormezanone;M03BB02;M03BB02;M03BB;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Oxazol, thiazine, and triazine derivatives
560;methocarbamol;M03BA03;M03BA03;M03BA;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Carbamic acid esters
678;carisoprodol;M03BA02;M03BA02;M03BA;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Carbamic acid esters
4199;phenprobamate;M03BA01;M03BA01;M03BA;M03B;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, centrally;Carbamic acid esters
342;botulinum toxin;M03AX01;M03AX01;M03AX;M03A;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, peripherally;Other muscle relaxants, peripherally acting agents
1523;cisatracurium;M03AC11;M03AC11;M03AC;M03A;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, peripherally;Other quaternary ammonium compounds
3307;mivacurium;M03AC10;M03AC10;M03AC;M03A;M03;M;Musculo-skeletal;Muscle relaxants;Muscle relaxants, peripherally;Other quaternary ammonium compounds
